train/total_loss_step,train/quant_loss_step,train/rec_loss_step,train/pix_rec_loss_step,train/geo_rec_loss_step,train/mask_rec_loss_step,train/perceptual_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/normal_loss_cos_step,train/normal_loss_l_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,created_at,val/rec_loss,val/aeloss,val/total_loss,val/quant_loss,val/pix_rec_loss,val/geo_rec_loss,val/mask_rec_loss,val/perceptual_loss,val/d_weight,val/disc_factor,val/g_loss,val/normal_loss_cos,val/normal_loss_l,val/disc_loss,val/logits_real,val/logits_fake,train/total_loss_epoch,train/quant_loss_epoch,train/rec_loss_epoch,train/pix_rec_loss_epoch,train/geo_rec_loss_epoch,train/mask_rec_loss_epoch,train/perceptual_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/normal_loss_cos_epoch,train/normal_loss_l_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch
2.7745842933654785,1.5449202060699463,0.31418293714523315,0.31418293714523315,0.0,0.0,0.0,0.05695785954594612,0.0,-2.8398501873016357,0.07143260538578033,0.09154811501502991,0.0,2.487701892852783,2.785745859146118,0,2024-08-16 02:13:44.131310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5094070434570312,1.3570513725280762,0.2529297471046448,0.2529297471046448,0.0,0.0,0.0,0.043827496469020844,0.0,-2.5017950534820557,0.06955745816230774,0.0899425745010376,0.0,2.4976818561553955,2.245739698410034,0,2024-08-16 02:15:56.984262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.269477367401123,1.178313970565796,0.23141098022460938,0.23141098022460938,0.0,0.0,0.0,0.15875287353992462,0.0,-2.3937997817993164,0.06792465597391129,0.08597525209188461,0.0,2.5346875190734863,2.4742672443389893,0,2024-08-16 02:18:09.825576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7870876789093018,0.6853577494621277,0.2189568430185318,0.2189568430185318,0.0,0.0,0.0,0.05927475541830063,0.0,-2.3927688598632812,0.06979358941316605,0.08827732503414154,0.0,2.4759068489074707,2.3197171688079834,0,2024-08-16 02:20:21.365044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.207209587097168,0.22795356810092926,0.20372889935970306,0.20372889935970306,0.0,0.0,0.0,0.09050214290618896,0.0,-2.7447612285614014,0.06038747355341911,0.07755271345376968,0.0,2.4550135135650635,2.64025616645813,0,2024-08-16 02:22:31.834890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6609282493591309,0.689186155796051,0.20003394782543182,0.20003394782543182,0.0,0.0,0.0,0.12784430384635925,0.0,-2.535759687423706,0.05828798562288284,0.07717080414295197,0.0,2.454094409942627,2.5572116374969482,0,2024-08-16 02:24:44.035664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0438883304595947,0.11633682250976562,0.21748876571655273,0.21748876571655273,0.0,0.0,0.0,0.4906283915042877,0.0,-2.671398162841797,0.05446159839630127,0.07100628316402435,0.0,2.484755277633667,2.6321401596069336,0,2024-08-16 02:26:54.909486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.076950192451477,0.20569545030593872,0.16338932514190674,0.16338932514190674,0.0,0.0,0.0,0.1384691596031189,0.0,-2.652143716812134,0.05465004965662956,0.07078654319047928,0.0,2.5240888595581055,2.6633756160736084,0,2024-08-16 02:29:05.844569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0415717363357544,0.20187130570411682,0.16306960582733154,0.16306960582733154,0.0,0.0,0.0,0.2543439567089081,0.0,-2.686213731765747,0.05178435146808624,0.06766308844089508,0.0,2.512160062789917,2.677562713623047,0,2024-08-16 02:31:17.218055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9793640375137329,0.21179556846618652,0.13882026076316833,0.13882026076316833,0.0,0.0,0.0,0.22628341615200043,0.0,-2.6188666820526123,0.04742720350623131,0.06287481635808945,0.0,2.481794595718384,2.5733087062835693,0,2024-08-16 02:33:29.240867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9777181148529053,0.26282158493995667,0.13363108038902283,0.13363108038902283,0.0,0.0,0.0,0.18244725465774536,0.0,-2.6917481422424316,0.04354967549443245,0.0581265389919281,0.0,2.554299831390381,2.6802914142608643,0,2024-08-16 02:35:41.716185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8649809956550598,0.16769595444202423,0.1241379976272583,0.1241379976272583,0.0,0.0,0.0,0.10045464336872101,0.0,-2.596613645553589,0.04206506162881851,0.05731470510363579,0.0,2.502629041671753,2.634049654006958,0,2024-08-16 02:37:52.836710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8443449139595032,0.19233867526054382,0.11465826630592346,0.11465826630592346,0.0,0.0,0.0,0.2767753601074219,0.0,-2.662644624710083,0.03879499435424805,0.05373480170965195,0.0,2.506117343902588,2.5839829444885254,0,2024-08-16 02:40:04.998823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9921069741249084,0.3386835753917694,0.1177658662199974,0.1177658662199974,0.0,0.0,0.0,0.19610770046710968,0.0,-2.6210451126098633,0.037399448454380035,0.053565751761198044,0.0,2.4842638969421387,2.6883039474487305,0,2024-08-16 02:42:16.049018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9692918658256531,0.35941076278686523,0.11065644025802612,0.11065644025802612,0.0,0.0,0.0,0.1849493682384491,0.0,-2.663510799407959,0.03622213378548622,0.04992246627807617,0.0,2.5099828243255615,2.5169637203216553,0,2024-08-16 02:44:26.676982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7976340055465698,0.2500641644001007,0.09354011714458466,0.09354011714458466,0.0,0.0,0.0,0.09941181540489197,0.0,-2.62518572807312,0.03184524178504944,0.045402973890304565,0.0,2.4983856678009033,2.6224329471588135,0,2024-08-16 02:46:37.867265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7185345888137817,0.1876356452703476,0.09178806096315384,0.09178806096315384,0.0,0.0,0.0,0.16567915678024292,0.0,-2.6090056896209717,0.03091871179640293,0.043911080807447433,0.0,2.5129854679107666,2.6723647117614746,0,2024-08-16 02:48:52.380095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6289271116256714,0.1387573480606079,0.0820869505405426,0.0820869505405426,0.0,0.0,0.0,0.10106819868087769,0.0,-2.6562299728393555,0.02918950468301773,0.04080828279256821,0.0,2.5708277225494385,2.671977996826172,0,2024-08-16 02:51:07.537724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6721863746643066,0.14487168192863464,0.09409922361373901,0.09409922361373901,0.0,0.0,0.0,0.3037928640842438,0.0,-2.6897053718566895,0.03077961504459381,0.04332154616713524,0.0,2.521233320236206,2.6308753490448,0,2024-08-16 02:53:18.580796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6359366178512573,0.10484793782234192,0.09799588471651077,0.09799588471651077,0.0,0.0,0.0,0.5224762558937073,0.0,-2.6314539909362793,0.030050568282604218,0.0433092825114727,0.0,2.536242961883545,2.6778533458709717,0,2024-08-16 02:55:29.319678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.611823320388794,0.1101120263338089,0.08671922981739044,0.08671922981739044,0.0,0.0,0.0,0.31676843762397766,0.0,-2.7000722885131836,0.029272157698869705,0.04149921238422394,0.0,2.5702219009399414,2.6754150390625,0,2024-08-16 02:57:45.771235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5742488503456116,0.07906793802976608,0.08453520387411118,0.08453520387411118,0.0,0.0,0.0,0.2650228440761566,0.0,-2.6560752391815186,0.029382694512605667,0.04106457903981209,0.0,2.5512778759002686,2.6551904678344727,0,2024-08-16 02:59:58.065615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.601774275302887,0.09587112814188004,0.08254901319742203,0.08254901319742203,0.0,0.0,0.0,0.19456392526626587,0.0,-2.6370136737823486,0.030588556081056595,0.04233541339635849,0.0,2.52714467048645,2.6122472286224365,0,2024-08-16 03:02:09.043868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,2024-08-16 03:05:37.644529,0.09937100112438202,0.6385508179664612,0.6385508179664612,0.08389793336391449,0.09937100112438202,0.0,0.0,0.0,0.0,0.0,-2.5313968658447266,0.03195939585566521,0.045528195798397064,0.0,2.7502920627593994,2.5313968658447266,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,2024-08-16 03:05:38.628183,,,,,,,,,,,,,,,,,1.1645411252975464,0.3997965455055237,0.15437407791614532,0.15437407791614532,0.0,0.0,0.0,0.25141510367393494,0.0016912425635382533,-2.593834161758423,0.04580337181687355,0.061011143028736115,0.00175424141343683,2.508625030517578,2.595985174179077
