train/total_loss_step,train/quant_loss_step,train/rec_loss_step,train/pix_rec_loss_step,train/geo_rec_loss_step,train/mask_rec_loss_step,train/perceptual_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,created_at,val/rec_loss,val/aeloss,val/total_loss,val/quant_loss,val/pix_rec_loss,val/geo_rec_loss,val/mask_rec_loss,val/perceptual_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,train/total_loss_epoch,train/quant_loss_epoch,train/rec_loss_epoch,train/pix_rec_loss_epoch,train/geo_rec_loss_epoch,train/mask_rec_loss_epoch,train/perceptual_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch
7.9702067375183105,7.701765060424805,0.26844146847724915,0.26844146847724915,0.0,0.0,0.0,0.04796712100505829,0.0,0.2566368877887726,0.0,-0.27379414439201355,-0.23012152314186096,0,2024-08-10 02:53:38.758593,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.795442581176758,12.544204711914062,0.25123798847198486,0.25123798847198486,0.0,0.0,0.0,0.15072065591812134,0.0,0.24312087893486023,0.0,-0.2665686011314392,-0.15454520285129547,0,2024-08-10 02:54:00.696940,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.302546501159668,14.070674896240234,0.23187197744846344,0.23187197744846344,0.0,0.0,0.0,0.23468276858329773,0.0,0.2424563616514206,0.0,-0.24891723692417145,-0.16882450878620148,0,2024-08-10 02:54:22.394455,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.588169097900391,7.384805679321289,0.2033635377883911,0.2033635377883911,0.0,0.0,0.0,0.2803097069263458,0.0,0.162859246134758,0.0,-0.26833903789520264,-0.22174488008022308,0,2024-08-10 02:54:43.399556,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.259772300720215,9.074766159057617,0.18500587344169617,0.18500587344169617,0.0,0.0,0.0,0.15078918635845184,0.0,0.1876784712076187,0.0,-0.2772051990032196,-0.188108891248703,0,2024-08-10 02:55:04.560092,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.548567771911621,10.330978393554688,0.21758954226970673,0.21758954226970673,0.0,0.0,0.0,0.27896904945373535,0.0,0.2149551957845688,0.0,-0.2690066397190094,-0.17121084034442902,0,2024-08-10 02:55:26.583677,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.465878963470459,4.278789520263672,0.1870894730091095,0.1870894730091095,0.0,0.0,0.0,0.2507009208202362,0.0,0.16113364696502686,0.0,-0.25508400797843933,-0.16196958720684052,0,2024-08-10 02:55:47.699467,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.764584541320801,5.566259384155273,0.1983252465724945,0.1983252465724945,0.0,0.0,0.0,0.17408040165901184,0.0,0.18172183632850647,0.0,-0.26855751872062683,-0.16150063276290894,0,2024-08-10 02:56:08.881088,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.386204719543457,2.2212395668029785,0.16496504843235016,0.16496504843235016,0.0,0.0,0.0,0.22514735162258148,0.0,0.1303136646747589,0.0,-0.276854544878006,-0.16753272712230682,0,2024-08-10 02:56:30.352653,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8911540508270264,0.6990894079208374,0.19206467270851135,0.19206467270851135,0.0,0.0,0.0,0.21610210835933685,0.0,0.20913827419281006,0.0,-0.3142819106578827,-0.16720440983772278,0,2024-08-10 02:56:51.611896,,,,,,,,,,,,,,,,,,,,,,,,,,,
