train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,created_at,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.8208878040313721,0.0053205108270049095,0.8208878040313721,49.0,0,2024-08-23 04:58:19.167838,,,,,,,,,
0.6660416126251221,0.009408344514667988,0.6660416126251221,99.0,0,2024-08-23 04:58:47.441213,,,,,,,,,
0.5073899030685425,0.003576164599508047,0.5073899030685425,149.0,0,2024-08-23 04:59:15.692104,,,,,,,,,
0.3830600380897522,0.0023759957402944565,0.3830600380897522,199.0,0,2024-08-23 04:59:43.932403,,,,,,,,,
0.2872050702571869,0.0017426515696570277,0.2872050702571869,249.0,0,2024-08-23 05:00:12.181734,,,,,,,,,
0.2509489059448242,0.0014517995296046138,0.2509489059448242,299.0,0,2024-08-23 05:00:40.428457,,,,,,,,,
0.19812515377998352,0.002018425613641739,0.19812515377998352,349.0,0,2024-08-23 05:01:08.687335,,,,,,,,,
0.22939422726631165,0.006162525154650211,0.22939422726631165,399.0,0,2024-08-23 05:01:36.927537,,,,,,,,,
0.13659656047821045,0.0009837532415986061,0.13659656047821045,449.0,0,2024-08-23 05:02:05.175677,,,,,,,,,
0.12241388857364655,0.0006662547821179032,0.12241388857364655,499.0,0,2024-08-23 05:02:33.410475,,,,,,,,,
0.18943877518177032,0.02380836196243763,0.18943877518177032,549.0,0,2024-08-23 05:03:01.658168,,,,,,,,,
0.12599335610866547,0.00235530617646873,0.12599335610866547,599.0,0,2024-08-23 05:03:29.894867,,,,,,,,,
0.12126484513282776,0.001120976754464209,0.12126484513282776,649.0,0,2024-08-23 05:03:58.141559,,,,,,,,,
0.08952641487121582,0.0005017424700781703,0.08952641487121582,699.0,0,2024-08-23 05:04:26.379622,,,,,,,,,
0.11724808812141418,0.002299848711118102,0.11724808812141418,749.0,0,2024-08-23 05:04:54.629697,,,,,,,,,
0.0685005709528923,0.00032548955641686916,0.0685005709528923,799.0,0,2024-08-23 05:05:22.957253,,,,,,,,,
0.13884074985980988,0.006353478878736496,0.13884074985980988,849.0,0,2024-08-23 05:05:51.227168,,,,,,,,,
0.12224950641393661,0.001116097206249833,0.12224950641393661,899.0,0,2024-08-23 05:06:19.482118,,,,,,,,,
0.07688599824905396,0.0004007464158348739,0.07688599824905396,949.0,0,2024-08-23 05:06:47.739756,,,,,,,,,
0.1047593504190445,0.007045341655611992,0.1047593504190445,999.0,0,2024-08-23 05:07:15.976968,,,,,,,,,
0.09615754336118698,0.0005156525876373053,0.09615754336118698,1049.0,0,2024-08-23 05:07:44.220242,,,,,,,,,
0.08601286262273788,0.0005699116736650467,0.08601286262273788,1099.0,0,2024-08-23 05:08:12.465996,,,,,,,,,
0.07491473853588104,0.0005745953531004488,0.07491473853588104,1149.0,0,2024-08-23 05:08:40.719884,,,,,,,,,
0.07995958626270294,0.0006393363000825047,0.07995958626270294,1199.0,0,2024-08-23 05:09:09.030025,,,,,,,,,
0.10139793902635574,0.0008612755918875337,0.10139793902635574,1249.0,0,2024-08-23 05:09:38.366394,,,,,,,,,
0.08489396423101425,0.000466862169560045,0.08489396423101425,1299.0,0,2024-08-23 05:10:06.755424,,,,,,,,,
0.08259866386651993,0.00045676541049033403,0.08259866386651993,1349.0,0,2024-08-23 05:10:35.215296,,,,,,,,,
0.07295765727758408,0.0004259558336343616,0.07295765727758408,1399.0,0,2024-08-23 05:11:03.457571,,,,,,,,,
0.06030545011162758,0.00029494514456018806,0.06030545011162758,1449.0,0,2024-08-23 05:11:31.714889,,,,,,,,,
0.051891617476940155,0.00036998355062678456,0.051891617476940155,1499.0,0,2024-08-23 05:11:59.957742,,,,,,,,,
0.03908595070242882,0.0001861657074186951,0.03908595070242882,1549.0,0,2024-08-23 05:12:28.210002,,,,,,,,,
0.07427023351192474,0.0003988425596617162,0.07427023351192474,1599.0,0,2024-08-23 05:12:56.460965,,,,,,,,,
0.059456486254930496,0.0004984085680916905,0.059456486254930496,1649.0,0,2024-08-23 05:13:24.717990,,,,,,,,,
0.06716496497392654,0.00036751601146534085,0.06716496497392654,1699.0,0,2024-08-23 05:13:52.961360,,,,,,,,,
0.09005129337310791,0.006916578393429518,0.09005129337310791,1749.0,0,2024-08-23 05:14:21.212042,,,,,,,,,
0.09734318405389786,0.001112039783038199,0.09734318405389786,1799.0,0,2024-08-23 05:14:49.455082,,,,,,,,,
0.13417360186576843,0.003036011476069689,0.13417360186576843,1849.0,0,2024-08-23 05:15:17.724831,,,,,,,,,
0.09292168915271759,0.001326314639300108,0.09292168915271759,1899.0,0,2024-08-23 05:15:45.966058,,,,,,,,,
0.0772741511464119,0.0006835045060142875,0.0772741511464119,1949.0,0,2024-08-23 05:16:14.213090,,,,,,,,,
0.08842756599187851,0.0011068633757531643,0.08842756599187851,1999.0,0,2024-08-23 05:16:42.468172,,,,,,,,,
0.04138755053281784,0.00019317476835567504,0.04138755053281784,2049.0,0,2024-08-23 05:17:10.718794,,,,,,,,,
0.06388691067695618,0.0009107358637265861,0.06388691067695618,2099.0,0,2024-08-23 05:17:38.957073,,,,,,,,,
0.060610294342041016,0.0002925165754277259,0.060610294342041016,2149.0,0,2024-08-23 05:18:08.506830,,,,,,,,,
0.0623086541891098,0.00031151011353358626,0.0623086541891098,2199.0,0,2024-08-23 05:18:36.757069,,,,,,,,,
0.0813104435801506,0.0014718002639710903,0.0813104435801506,2249.0,0,2024-08-23 05:19:05.023338,,,,,,,,,
0.06526967883110046,0.0003095976426266134,0.06526967883110046,2299.0,0,2024-08-23 05:19:33.268787,,,,,,,,,
0.05704908072948456,0.00027370272437110543,0.05704908072948456,2349.0,0,2024-08-23 05:20:01.532668,,,,,,,,,
0.07080194354057312,0.00032622908474877477,0.07080194354057312,2399.0,0,2024-08-23 05:20:29.770464,,,,,,,,,
0.0709155797958374,0.0004992744652554393,0.0709155797958374,2449.0,0,2024-08-23 05:20:58.795298,,,,,,,,,
0.07050706446170807,0.0005923130083829165,0.07050706446170807,2499.0,0,2024-08-23 05:21:27.157310,,,,,,,,,
0.06986404955387115,0.0003550464753061533,0.06986404955387115,2549.0,0,2024-08-23 05:21:55.603041,,,,,,,,,
0.06677302718162537,0.00043134341831319034,0.06677302718162537,2599.0,0,2024-08-23 05:22:23.841685,,,,,,,,,
