train/total_loss_step,train/quant_loss_step,train/rec_loss_step,train/pix_rec_loss_step,train/geo_rec_loss_step,train/mask_rec_loss_step,train/perceptual_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/normal_loss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,created_at,val/rec_loss,val/aeloss,val/total_loss,val/quant_loss,val/pix_rec_loss,val/geo_rec_loss,val/mask_rec_loss,val/perceptual_loss,val/d_weight,val/disc_factor,val/g_loss,val/normal_loss,val/disc_loss,val/logits_real,val/logits_fake,train/total_loss_epoch,train/quant_loss_epoch,train/rec_loss_epoch,train/pix_rec_loss_epoch,train/geo_rec_loss_epoch,train/mask_rec_loss_epoch,train/perceptual_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/normal_loss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch
4.425993919372559,4.145874500274658,0.2801191806793213,0.2801191806793213,0.0,0.0,0.0,0.05729539692401886,0.0,-0.5788363218307495,0.09181569516658783,0.0,1.2284730672836304,0.39858853816986084,0,2024-08-14 15:58:04.135159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6038224697113037,2.358395576477051,0.2454269826412201,0.2454269826412201,0.0,0.0,0.0,0.0612717904150486,0.0,-0.8157267570495605,0.09307216107845306,0.0,1.2458860874176025,0.6761489510536194,0,2024-08-14 16:00:15.896658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8539815545082092,0.634222686290741,0.21975886821746826,0.21975886821746826,0.0,0.0,0.0,0.16312198340892792,0.0,-0.7512250542640686,0.08901523053646088,0.0,1.2477582693099976,0.7241950035095215,0,2024-08-14 16:02:27.410774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5473509430885315,0.3395256996154785,0.20782524347305298,0.20782524347305298,0.0,0.0,0.0,0.24561454355716705,0.0,-0.7540942430496216,0.09121157228946686,0.0,1.2234666347503662,0.6281548142433167,0,2024-08-14 16:04:38.365544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2811187505722046,0.09511762857437134,0.18600113689899445,0.18600113689899445,0.0,0.0,0.0,0.23044179379940033,0.0,-1.0398077964782715,0.08283036947250366,0.0,1.221217393875122,1.0355777740478516,0,2024-08-14 16:06:49.086400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.28114742040634155,0.11749871075153351,0.16364872455596924,0.16364872455596924,0.0,0.0,0.0,0.1413888931274414,0.0,-0.9910778403282166,0.07923214882612228,0.0,1.1881444454193115,1.0080909729003906,0,2024-08-14 16:09:01.266628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1938478648662567,0.033503226935863495,0.16034463047981262,0.16034463047981262,0.0,0.0,0.0,0.17090320587158203,0.0,-1.039232611656189,0.07668578624725342,0.0,1.2194774150848389,1.0697262287139893,0,2024-08-14 16:11:11.946560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1940038800239563,0.041107989847660065,0.15289589762687683,0.15289589762687683,0.0,0.0,0.0,0.34637680649757385,0.0,-1.060581088066101,0.07592117786407471,0.0,1.2349835634231567,0.9748276472091675,0,2024-08-14 16:13:23.001727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.17392119765281677,0.019822169095277786,0.15409903228282928,0.15409903228282928,0.0,0.0,0.0,0.13312289118766785,0.0,-1.0759000778198242,0.07566629350185394,0.0,1.2223392724990845,1.0338717699050903,0,2024-08-14 16:15:33.991468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16873396933078766,0.030706193298101425,0.13802777230739594,0.13802777230739594,0.0,0.0,0.0,0.17975294589996338,0.0,-1.1003133058547974,0.07359325140714645,0.0,1.2174354791641235,1.0547237396240234,0,2024-08-14 16:17:44.979568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15467888116836548,0.011476151645183563,0.14320272207260132,0.14320272207260132,0.0,0.0,0.0,0.4540466070175171,0.0,-1.111737847328186,0.06802156567573547,0.0,1.2421598434448242,1.1029376983642578,0,2024-08-14 16:19:58.100160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15747514367103577,0.01707935519516468,0.14039579033851624,0.14039579033851624,0.0,0.0,0.0,0.4795120060443878,0.0,-1.087998867034912,0.06542325019836426,0.0,1.2426680326461792,1.1094260215759277,0,2024-08-14 16:22:09.412183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12278534471988678,0.014239296317100525,0.10854604840278625,0.10854604840278625,0.0,0.0,0.0,0.28625598549842834,0.0,-1.0979182720184326,0.05999290943145752,0.0,1.2222708463668823,1.1324095726013184,0,2024-08-14 16:24:21.509467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
