train/total_loss_step,train/quant_loss_step,train/rec_loss_step,train/pix_rec_loss_step,train/geo_rec_loss_step,train/mask_rec_loss_step,train/perceptual_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/real_normal_loss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,created_at,val/rec_loss,val/aeloss,val/total_loss,val/quant_loss,val/pix_rec_loss,val/geo_rec_loss,val/mask_rec_loss,val/perceptual_loss,val/d_weight,val/disc_factor,val/g_loss,val/real_normal_loss,val/disc_loss,val/logits_real,val/logits_fake,train/total_loss_epoch,train/quant_loss_epoch,train/rec_loss_epoch,train/pix_rec_loss_epoch,train/geo_rec_loss_epoch,train/mask_rec_loss_epoch,train/perceptual_loss_epoch,train/d_weight_epoch,train/disc_factor_epoch,train/g_loss_epoch,train/real_normal_loss_epoch,train/disc_loss_epoch,train/logits_real_epoch,train/logits_fake_epoch
8.909494400024414,8.58263874053955,0.3268560767173767,0.3268560767173767,0.0,0.0,0.0,0.2825695276260376,0.0,-0.9540488719940186,5.219130992889404,0.0,1.2575068473815918,-0.02552526816725731,0,2024-08-23 16:00:48.304533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.321392059326172,4.08032751083374,0.24106445908546448,0.24106445908546448,0.0,0.0,0.0,0.037639863789081573,0.0,-0.7266183495521545,5.176422119140625,0.0,1.280713677406311,0.7387019991874695,0,2024-08-23 16:09:08.277636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2652678489685059,1.0217101573944092,0.2435576319694519,0.2435576319694519,0.0,0.0,0.0,0.11747647076845169,0.0,-0.6771445274353027,4.753496170043945,0.0,1.2863637208938599,0.8973828554153442,0,2024-08-23 16:17:28.876593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5218394994735718,0.30657273530960083,0.21526676416397095,0.21526676416397095,0.0,0.0,0.0,0.1214122325181961,0.0,-0.8139529228210449,4.802090644836426,0.0,1.2447668313980103,0.7416765093803406,0,2024-08-23 16:25:48.412376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5139919519424438,0.31551873683929443,0.1984732449054718,0.1984732449054718,0.0,0.0,0.0,0.44200557470321655,0.0,-0.9277219176292419,5.084643840789795,0.0,1.3135910034179688,1.1614917516708374,0,2024-08-23 16:34:06.832121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.31070417165756226,0.11796720325946808,0.19273696839809418,0.19273696839809418,0.0,0.0,0.0,0.2862998843193054,0.0,-0.97166907787323,4.506941795349121,0.0,1.21318781375885,0.926813006401062,0,2024-08-23 16:42:27.392390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2366955727338791,0.08194437623023987,0.15475119650363922,0.15475119650363922,0.0,0.0,0.0,0.17592677474021912,0.0,-0.9610539674758911,4.4580078125,0.0,1.2357227802276611,1.0601662397384644,0,2024-08-23 16:50:45.849584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.20958736538887024,0.05819011107087135,0.15139725804328918,0.15139725804328918,0.0,0.0,0.0,0.1319449096918106,0.0,-1.011649250984192,4.522868633270264,0.0,1.2752257585525513,1.113844394683838,0,2024-08-23 16:59:03.927587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.18700315058231354,0.02695469558238983,0.1600484549999237,0.1600484549999237,0.0,0.0,0.0,0.41626158356666565,0.0,-1.0763369798660278,4.50142240524292,0.0,1.249961256980896,1.0334705114364624,0,2024-08-23 17:07:22.300724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1787116825580597,0.02468779869377613,0.1540238857269287,0.1540238857269287,0.0,0.0,0.0,0.22975897789001465,0.0,-1.1987806558609009,4.418970108032227,0.0,1.2810866832733154,1.0584964752197266,0,2024-08-23 17:15:40.114681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
